="result_rank",="full_name",="distance",="time_id",="event_desc",="swimmer_age",="swim_time_formatted",="alt_adj_swim_time_formatted",="standard_name",="meet_name",="swim_date",="club_name",="lsc_id",="foreign_yesno",="hytek_power_points",="event_id"
="1","Dressel, Caeleb",="50",="128972909",="50 FR SCY",="21",="17.63",="17.63",="2019 Summer Nationals (LCM)",="2018 NCAA DI - Men",="3/22/2018",="Unattached",="FL",="",="1138",="1"
="2","Held, Ryan",="50",="128972968",="50 FR SCY",="22",="18.56r",="18.56",="2019 Summer Nationals (LCM)",="2018 NCAA DI - Men",="3/22/2018",="Unattached",="NC",="",="1040",="1"
="3","Hoffer, Ryan",="50",="140244395",="50 FR SCY",="20",="18.58",="18.58",="2019 Summer Nationals (LCM)",="2019 NCAA DI - Men",="3/28/2019","University of California, Berkeley",="PC",="",="1037",="1"
="4","Morozov, Vladimir",="50",="74578272",="50 FR SCY",="20",="18.63",="18.63",="2017 US Open",="2013 NCAA DI - Men ",="3/28/2013",="Unattached",="CA",="Yes",="1032",="1"
="5","Gkolomeev, Kristian",="50",="94338669",="50 FR SCY",="21",="18.64",="18.64",="2019 Summer Nationals (LCM)",="2015 SEC Champs",="2/18/2015",="Unattached",="SE",="Yes",="1031",="1"
="6","Adrian, Nathan",="50",="55045206",="50 FR SCY",="22",="18.66",="18.66",="Summer Nationals (LCM)",="2011 NCAA DI - Men",="3/24/2011",="Unattached",="PC",="",="1029",="1"
="6","Sendyk, Pawel",="50",="140244454",="50 FR SCY",="21",="18.66",="18.66",="2019 Summer Nationals (LCM)",="2019 NCAA DI - Men",="3/28/2019","University of California, Berkeley",="PC",="Yes",="1029",="1"
="8","Becker, Bowe",="50",="127936047",="50 FR SCY",="20",="18.69",="18.69",="2019 Summer Nationals (LCM)",="2018 B1G 10 Champs Men",="2/22/2018",="Unattached",="MN",="",="1026",="1"
="9","Brown, Adam",="50",="55045209",="50 FR SCY",="22",="18.72",="18.72",="Summer Nationals (LCM)",="2011 NCAA DI - Men",="3/24/2011",="Unattached",="SE",="Yes",="1023",="1"
="10","Howard, Robert",="50",="138861548",="50 FR SCY",="22",="18.74",="18.74",="2019 Summer Nationals (LCM)",="2019 SEC Champs",="2/20/2019",="Unattached",="SE",="",="1021",="1"
="11","Bilis, Simonas",="50",="106767699",="50 FR SCY",="22",="18.76r",="18.76",="2019 Summer Nationals (LCM)",="2016 NCAA DI - Men",="3/24/2016",="Unattached",="NC",="Yes",="1019",="1"
="11","Schooling, Joe",="50",="116737146",="50 FR SCY",="21",="18.76",="18.76",="2019 Summer Nationals (LCM)",="2017 Big 12 Champs",="2/23/2017",="Unattached",="ST",="Yes",="1019",="1"
="13","Jackson, Tate",="50",="135487407",="50 FR SCY",="21",="18.79r",="18.79",="2019 Summer Nationals (LCM)",="Texas Hall of Fame Swimming In",="11/29/2018",="Unattached",="ST",="",="1016",="1"
="14","Powers, Paul",="50",="116785802",="50 FR SCY",="21",="18.80",="18.80",="2019 Summer Nationals (LCM)",="2017 B1G 10 Champs men",="2/23/2017",="Unattached",="MI",="",="1015",="1"
="14","Tandy, Bradley",="50",="84319760",="50 FR SCY",="22",="18.80",="18.80",="2017 US Open",="2014 PAC 12 Champs men",="3/5/2014",="Unattached",="AZ",="Yes",="1015",="1"
="16","Apple, Zach",="50",="128972952",="50 FR SCY",="20",="18.82r",="18.82",="2019 Summer Nationals (LCM)",="2018 NCAA DI - Men",="3/22/2018",="Unattached",="SE",="",="1012",="1"
="17","Cielo, Cesar",="50",="79755472",="50 FR SCY",="26",="18.83",="18.83",="2017 US Open",="2013 Pro Series - Minneapolis",="11/14/2013",="Unattached",="FG",="Yes",="1011",="1"
="18","Chierighini, Marcelo",="50",="73373132",="50 FR SCY",="22",="18.85r",="18.85",="2017 US Open",="2013 SEC Champs",="2/20/2013",="Unattached",="SE",="Yes",="1009",="1"
="19","Deborde, Bradley",="50",="84958284",="50 FR SCY",="22",="18.86",="18.86",="2017 US Open",="2014 NCAA DI - Men",="3/27/2014",="Unattached",="FL",="",="1008",="1"
="20","Andrew, Michael",="50",="129163124",="50 FR SCY",="18",="18.88",="18.88",="2019 Summer Nationals (LCM)",="2018 VA TYR ISCA Junior Champs",="3/22/2018",="Race Pace Club",="MV",="",="1006",="1"
="20","Grevers, Matt",="50",="70107703",="50 FR SCY",="27",="18.88",="18.88",="2017 US Open",="2012 Winter Nationals",="11/29/2012",="Unattached",="AZ",="",="1006",="1"
="22","Farris, Dean",="50",="140244376",="50 FR SCY",="21",="18.92",="18.92",="2019 Summer Nationals (LCM)",="2019 NCAA DI - Men",="3/28/2019",="Harvard Swimming",="NE",="",="1002",="1"
="23","Pieroni, Blake",="50",="128971085",="50 FR SCY",="22",="18.93",="18.93",="2019 Summer Nationals (LCM)",="2018 NCAA DI - Men",="3/22/2018",="Unattached",="IN",="",="1001",="1"
="24","Khalafalla, Ali",="50",="116784620",="50 FR SCY",="20",="18.94",="18.94",="2019 Summer Nationals (LCM)",="2017 B1G 10 Champs men",="2/23/2017",="Unattached",="IN",="Yes",="1000",="1"
="25","Decoursey, Kyle",="50",="138861517",="50 FR SCY",="22",="18.95",="18.95",="2019 Summer Nationals (LCM)",="2019 SEC Champs",="2/20/2019",="Unattached",="SE",="",="999",="1"
="26","Blaskovic, Bruno",="50",="150183504",="50 FR SCY",="21",="18.96",="18.96",="2019 Summer Nationals (LCM)",="2020 B1G 10 Champs men",="2/27/2020",="Unattached",="IN",="Yes",="998",="1"
="26","Ress, Justin",="50",="127872950",="50 FR SCY",="20",="18.96",="18.96",="2019 Summer Nationals (LCM)",="2018 ACC Champs men",="2/22/2018",="Unattached",="NC",="",="998",="1"
="26","Ringgold, Brett",="50",="117856010",="50 FR SCY",="21",="18.96r",="18.96",="2019 Summer Nationals (LCM)",="2017 NCAA DI - Men",="3/23/2017",="Unattached",="ST",="",="998",="1"
="26","Schneider, Josh",="50",="92068844",="50 FR SCY",="26",="18.96",="18.96",="2019 Summer Nationals (LCM)",="2014 OK Elite Pro-Am",="12/20/2014",="New York Athletic Club",="MR",="",="998",="1"
="30","Chadwick, Michael",="50",="117855941",="50 FR SCY",="21",="18.97",="18.97",="2019 Summer Nationals (LCM)",="2017 NCAA DI - Men",="3/23/2017",="Unattached",="MV",="",="997",="1"
="30","Feigen, Jimmy",="50",="46333344",="50 FR SCY",="20",="18.97",="18.97",="Summer Nationals (LCM)",="2010 NCAA D1 - Men",="3/26/2010",="Unattached",="ST",="",="997",="1"
="30","Stubblefield, Seth",="50",="84958377",="50 FR SCY",="20",="18.97",="18.97",="2017 US Open",="2014 NCAA DI - Men",="3/27/2014",="Unattached",="PC",="",="997",="1"
="33","Bousquet, Fred",="50",="52955669",="50 FR SCY",="29",="19.00",="19.00",="Summer Nationals (LCM)",="2011 SE Ralph Crocker Classic",="1/14/2011",="Unattached",="SE",="Yes",="994",="1"
="33","Lynch, Justin",="50",="128305829",="50 FR SCY",="21",="19.00",="19.00",="2019 Summer Nationals (LCM)",="2018 PAC 12 Champs Men ",="3/1/2018",="Unattached",="PC",="",="994",="1"
="35","Korstanje, Nyls",="50",="140244793",="50 FR SCY",="20",="19.03r",="19.03",="2019 Summer Nationals (LCM)",="2019 NCAA DI - Men",="3/28/2019",="NC State University",="NC",="Yes",="991",="1"
="36","Bolleter, Cory",="50",="116280988",="50 FR SCY",="22",="19.04",="19.04",="2019 Summer Nationals (LCM)",="2017 SEC Champs",="2/15/2017",="Unattached",="GU",="",="990",="1"
="37","Conger, Jack",="50",="117855942",="50 FR SCY",="22",="19.05",="19.05",="2019 Summer Nationals (LCM)",="2017 NCAA DI - Men",="3/23/2017",="Unattached",="ST",="",="989",="1"
="38","Messerschmidt, Tyler",="50",="95705036",="50 FR SCY",="22",="19.07",="19.07",="2019 Summer Nationals (LCM)",="2015 NCAA DI - Men",="3/26/2015",="Unattached",="PC",="",="987",="1"
="38","Murray, John",="50",="84958340",="50 FR SCY",="19",="19.07",="19.07",="2017 US Open",="2014 NCAA DI - Men",="3/27/2014",="Unattached",="ST",="",="987",="1"
