="result_rank",="full_name",="distance",="time_id",="event_desc",="swimmer_age",="swim_time_formatted",="alt_adj_swim_time_formatted",="standard_name",="meet_name",="swim_date",="club_name",="lsc_id",="foreign_yesno",="hytek_power_points",="event_id"
="1","Smith, Regan",="200",="139657813",="200 BK SCY",="17",="1:47.16",="1:47.16",="2019 Summer Nationals (LCM)",="2019 Sectionals - Raleigh ",="3/10/2019",="Riptide",="MN",="",="1119",="13"
="2","Baker, Kathleen",="200",="128798030",="200 BK SCY",="21",="1:47.30",="1:47.30",="2019 Summer Nationals (LCM)",="2018 NCAA DI - Women",="3/17/2018",="Unattached",="US",="",="1114",="13"
="3","Ruck, Taylor",="200",="140053824",="200 BK SCY",="18",="1:47.59",="1:47.59",="2019 Summer Nationals (LCM)",="2019 NCAA DI - Women",="3/23/2019",="Unattached",="PC",="Yes",="1108",="13"
="4","Pelton, Elizabeth",="200",="74404071",="200 BK SCY",="19",="1:47.84",="1:47.84",="2017 US Open",="2013 NCAA DI - Women",="3/21/2013",="Unattached",="PC",="",="1103",="13"
="5","Franklin, Missy",="200",="95549366",="200 BK SCY",="19",="1:47.91",="1:47.91",="2019 Summer Nationals (LCM)",="2015 NCAA DI - Women",="3/21/2015",="Unattached",="PC",="",="1101",="13"
="6","White, Rhyan",="200",="149858531",="200 BK SCY",="20",="1:48.06",="1:48.06",="2019 Summer Nationals (LCM)",="2020 SEC Champs",="2/22/2020",="Unattached",="SE",="",="1098",="13"
="7","Eastin, Ella",="200",="139406334",="200 BK SCY",="21",="1:48.53",="1:48.53",="2019 Summer Nationals (LCM)",="2019 PAC 12 Champs women",="3/2/2019",="Unattached",="PC",="",="1089",="13"
="8","Seidt, Asia",="200",="149876933",="200 BK SCY",="22",="1:48.86",="1:48.86",="2019 Summer Nationals (LCM)",="2020 SEC Champs",="2/22/2020",="Unattached",="KY",="",="1082",="13"
="9","Zevnik, Alexia",="200",="117674109",="200 BK SCY",="23",="1:49.09",="1:49.09",="2019 Summer Nationals (LCM)",="2017 NCAA DI - Women",="3/18/2017",="Unattached",="NC",="Yes",="1077",="13"
="10","Nelson, Beata",="200",="135501670",="200 BK SCY",="20",="1:49.10",="1:49.10",="2019 Summer Nationals (LCM)",="Texas Hall of Fame Swimming In",="12/1/2018",="Unattached",="WI",="",="1077",="13"
="11","Bratton, Lisa",="200",="134996105",="200 BK SCY",="22",="1:49.17",="1:49.17",="2019 Summer Nationals (LCM)",="Art Adamson Invitational",="11/16/2018",="Unattached",="GU",="",="1075",="13"
="12","Bartholomew, Courtney",="200",="95549339",="200 BK SCY",="20",="1:49.35",="1:49.35",="2019 Summer Nationals (LCM)",="2015 NCAA DI - Women",="3/21/2015",="Unattached",="VA",="",="1072",="13"
="13","Hu, Janet",="200",="117402461",="200 BK SCY",="21",="1:49.36",="1:49.36",="2019 Summer Nationals (LCM)",="2017 PAC 12 Champs women",="2/25/2017",="Unattached",="PC",="",="1072",="13"
="14","Beisel, Elizabeth",="200",="73351596",="200 BK SCY",="19",="1:49.82",="1:49.82",="2019 Winter US Open (LCM)",="2012 SEC Champs",="2/15/2012",="Unattached",="FL",="",="1062",="13"
="15","Stewart, Kylie",="200",="84839877",="200 BK SCY",="17",="1:49.85",="1:49.85",="2017 US Open",="2014 FL AP NCSA Spring Championship",="3/18/2014",="Dynamo Swim Club",="GA",="",="1064",="13"
="16","Bilquist, Amy",="200",="105685507",="200 BK SCY",="18",="1:49.90",="1:49.90",="2019 Summer Nationals (LCM)",="2016 PAC-12 Champs Women",="2/27/2016",="Unattached",="PC",="",="1061",="13"
="17","Karosas, Tasija",="200",="117674052",="200 BK SCY",="21",="1:49.91",="1:49.91",="2019 Summer Nationals (LCM)",="2017 NCAA DI - Women",="3/18/2017",="Unattached",="ST",="",="1060",="13"
="18","Galyer, Ali",="200",="149876771",="200 BK SCY",="21",="1:49.92",="1:49.92",="2019 Summer Nationals (LCM)",="2020 SEC Champs",="2/22/2020",="Unattached",="KY",="Yes",="1060",="13"
="18","Zubkova, Kate",="200",="46184382",="200 BK SCY",="21",="1:49.92",="1:49.92",="Summer Nationals (LCM)",="2010 NCAA D1 - Women",="3/18/2010",="Unattached",="IN",="Yes",="1060",="13"
="20","Howe, Ally",="200",="127940377",="200 BK SCY",="22",="1:50.05",="1:50.05",="2019 Summer Nationals (LCM)",="2018 PAC 12 Champs women",="2/24/2018",="Unattached",="PC",="",="1057",="13"
="21","Bouchard, Dominique",="200",="74404004",="200 BK SCY",="21",="1:50.06",="1:50.06",="2017 US Open",="2013 NCAA DI - Women",="3/21/2013",="Unattached",="MV",="Yes",="1057",="13"
="22","Berkoff, Katharine",="200",="137256124",="200 BK SCY",="17",="1:50.13",="1:50.13",="2019 Summer Nationals (LCM)",="2019 PN AP 43rd Annual Washington Open",="1/18/2019",="Missoula Aquatic Club",="MT",="",="1058",="13"
="23","Spofforth, Gemma",="200",="46184445",="200 BK SCY",="22",="1:50.24",="1:50.24",="Summer Nationals (LCM)",="2010 NCAA D1 - Women",="3/18/2010",="Unattached",="FL",="Yes",="1054",="13"
="24","Goss, Kennedy",="200",="106572862",="200 BK SCY",="19",="1:50.37",="1:50.37",="2019 Summer Nationals (LCM)",="2016 NCAA DI - Women",="3/19/2016",="Unattached",="IN",="Yes",="1051",="13"
="24","Stadden, Isabelle",="200",="135967385",="200 BK SCY",="16",="1:50.37",="1:50.37",="2019 Summer Nationals (LCM)",="2018 Winter Junior Nats - West",="12/8/2018",="Aquajets Swim Team",="MN",="",="1062",="13"
="26","Snodgrass, Brooklynn",="200",="84810222",="200 BK SCY",="19",="1:50.52",="1:50.52",="2017 US Open",="2014 NCAA DI - Women",="3/20/2014",="Unattached",="IN",="Yes",="1048",="13"
="27","Smiddy, Clara",="200",="80894551",="200 BK SCY",="17",="1:50.59",="1:50.59",="2017 US Open",="2013 Winter Junior Nats",="12/12/2013",="AK Sharks",="FG",="",="1048",="13"
="28","Harty, Kaitlin",="200",="102931614",="200 BK SCY",="18",="1:50.68",="1:50.68",="2019 Summer Nationals (LCM)",="2015 NE GS Senior Champs",="12/20/2015",="YMCA of the North Shore",="NE",="",="1045",="13"
="29","Brandon, Bonnie",="200",="80543042",="200 BK SCY",="19",="1:50.70",="1:50.70",="2017 US Open",="2013 UT Invite",="12/5/2013",="Unattached",="AZ",="",="1044",="13"
="29","Nordmann, Lucie",="200",="140053541",="200 BK SCY",="18",="1:50.70",="1:50.70",="2019 Summer Nationals (LCM)",="2019 NCAA DI - Women",="3/23/2019",="Unattached",="PC",="",="1044",="13"
="31","Bacon, Phoebe",="200",="140515297",="200 BK SCY",="16",="1:50.71",="1:50.71",="2019 Summer Nationals (LCM)",="2019 NCSA Spring Championship",="3/20/2019",="Nation's Capital Swim Club",="PV",="",="1055",="13"
="32","Smit, Julia",="200",="45483209",="200 BK SCY",="22",="1:50.76",="1:50.76",="Summer Nationals (LCM)",="2010 PAC 10 Champs women",="2/24/2010",="Unattached",="PC",="",="1043",="13"
="33","Voss, Erin",="200",="140053629",="200 BK SCY",="20",="1:50.78",="1:50.78",="2019 Summer Nationals (LCM)",="2019 NCAA DI - Women",="3/23/2019",="Unattached",="PC",="",="1043",="13"
="34","Laemmler, Nadine",="200",="117674059",="200 BK SCY",="22",="1:50.79",="1:50.79",="2019 Summer Nationals (LCM)",="2017 NCAA DI - Women",="3/18/2017",="Unattached",="MV",="Yes",="1042",="13"
="34","Muzzy, Emma",="200",="149864004",="200 BK SCY",="19",="1:50.79",="1:50.79",="2019 Summer Nationals (LCM)",="2020 ACC Champs women",="2/22/2020",="Unattached",="NC",="",="1042",="13"
="36","Russell, Sinead",="200",="73372764",="200 BK SCY",="19",="1:50.84",="1:50.84",="2017 US Open",="2013 SEC Champs",="2/19/2013",="Unattached",="FL",="Yes",="1041",="13"
="37","Dressel, Sherridon",="200",="149876739",="200 BK SCY",="21",="1:50.93",="1:50.93",="2019 Summer Nationals (LCM)",="2020 SEC Champs",="2/22/2020",="Unattached",="FL",="",="1040",="13"
="38","Flickinger, Hali",="200",="105266145",="200 BK SCY",="21",="1:50.95",="1:50.95",="2019 Summer Nationals (LCM)",="2016 SEC Champs",="2/20/2016",="Unattached",="GA",="",="1039",="13"
="39","Crippen, Teresa",="200",="46184371",="200 BK SCY",="19",="1:50.99",="1:50.99",="Summer Nationals (LCM)",="2010 NCAA D1 - Women",="3/18/2010",="Unattached",="FL",="",="1038",="13"
="40","Oeztuerk, Sonnele",="200",="140053545",="200 BK SCY",="21",="1:51.13",="1:51.13",="2019 Summer Nationals (LCM)",="2019 NCAA DI - Women",="3/23/2019",="Unattached",="SE",="Yes",="1036",="13"
="40","Small, Meghan",="200",="140053835",="200 BK SCY",="20",="1:51.13",="1:51.13",="2019 Summer Nationals (LCM)",="2019 NCAA DI - Women",="3/23/2019",="Unattached",="SE",="",="1036",="13"
="42","Adams, Claire",="200",="116782639",="200 BK SCY",="18",="1:51.16",="1:51.16",="2019 Summer Nationals (LCM)",="2017 Big 12 Champs",="2/25/2017",="Unattached",="ST",="",="1035",="13"
="43","Madden, Paige",="200",="146170170",="200 BK SCY",="21",="1:51.28",="1:51.28",="2019 Summer Nationals (LCM)",="2019 UT Invite",="11/23/2019",="Unattached",="SE",="",="1033",="13"
