result_rank	full_name	distance	time_id	event_desc	swimmer_age	swim_time_formatted	alt_adj_swim_time_formatted	standard_name	meet_name	swim_date	club_name	lsc_id	foreign_yesno	hytek_power_points	event_id	gender
1	Murphy, Ryan	100	106778243	100 BK SCY	20	43.49	43.49	2019 Summer Nationals (LCM)	2016 NCAA DI - Men	3/25/2016	Unattached	PC		1164	12	m
2	Farris, Dean	100	140251161	100 BK SCY	21	43.66	43.66	2019 Summer Nationals (LCM)	2019 NCAA DI - Men	3/29/2019	Unattached	NE		1155	12	m
3	Stewart, Coleman	100	140251212	100 BK SCY	21	43.98	43.98	2019 Summer Nationals (LCM)	2019 NCAA DI - Men	3/29/2019	Unattached	NC		1138	12	m
4	Thoman, Nick	100	80533039	100 BK SCY	27	44.07	44.07	2017 US Open	2013 Winter Nationals	12/5/2013	SwimMAC Carolina	NC		1133	12	m
5	Waddell, Zane	100	149850876	100 BK SCY	21	44.10r	44.10	2019 Summer Nationals (LCM)	2020 SEC Champs	2/21/2020	Unattached	SE	Yes	1132	12	m
6	Poti, Zachary	100	150581822	100 BK SCY	21	44.14	44.14	2019 Summer Nationals (LCM)	2020 PAC-12 Champs  men	3/6/2020	Unattached	AZ		1129	12	m
7	Nikolaev, Mark	100	140251187	100 BK SCY	21	44.33	44.33	2019 Summer Nationals (LCM)	2019 NCAA DI - Men	3/29/2019	Unattached	AZ	Yes	1119	12	m
8	Shebat, John	100	117866274	100 BK SCY	20	44.35	44.35	2019 Summer Nationals (LCM)	2017 NCAA DI - Men	3/24/2017	Unattached	ST		1118	12	m
9	Casas, Shaine	100	146291211	100 BK SCY	19	44.48	44.48	2019 Summer Nationals (LCM)	Art Adamson Invitational	11/22/2019	Unattached	GU		1112	12	m
10	Grevers, Matt	100	80532912	100 BK SCY	28	44.49	44.49	2017 US Open	2013 Winter Nationals	12/5/2013	Tucson Ford Dealers Aquatics	AZ		1111	12	m
11	Whyte, Mitchell	100	150191006	100 BK SCY	20	44.64	44.64	2019 Summer Nationals (LCM)	2020 ACC Champs men	2/28/2020	Unattached	KY		1103	12	m
12	Albiero, Nicolas	100	150190892	100 BK SCY	20	44.75	44.75	2019 Summer Nationals (LCM)	2020 ACC Champs men	2/28/2020	Unattached	KY		1098	12	m
12	Godsoe, Eugene	100	70950660	100 BK SCY	24	44.75	44.75	2017 US Open	2012 OK Elite Meet 	12/13/2012	Stanford Swimming	PC		1098	12	m
14	Vazaios, Andreas	100	128977401	100 BK SCY	23	44.81	44.81	2019 Summer Nationals (LCM)	2018 NCAA DI - Men	3/23/2018	Unattached	NC	Yes	1094	12	m
15	Carr, Daniel	100	140250280	100 BK SCY	20	44.86	44.86	2019 Summer Nationals (LCM)	2019 NCAA DI - Men	3/29/2019	Unattached	PC		1092	12	m
15	Koga, Junya	100	90680088	100 BK SCY	27	44.86	44.86	2019 Summer Nationals (LCM)	2014 Pro Series - Minneapolis	11/21/2014	Unattached	MI	Yes	1092	12	m
15	Shields, Tom	100	64364993	100 BK SCY	20	44.86	44.86	2019 Winter US Open (LCM)	2012 NCAA DI - Men	3/22/2012	Unattached	PC		1092	12	m
18	Stokowski, Kacper	100	140251213	100 BK SCY	20	44.90	44.90	2019 Summer Nationals (LCM)	2019 NCAA DI - Men	3/29/2019	Unattached	FL	Yes	1090	12	m
19	Fantoni, Gabriel	100	139321488	100 BK SCY	20	44.91	44.91	2019 Summer Nationals (LCM)	2019 Men's B1G Champs	3/1/2019	Unattached	IN	Yes	1089	12	m
19	Kaliszak, Luke	100	117866239	100 BK SCY	21	44.91	44.91	2019 Summer Nationals (LCM)	2017 NCAA DI - Men	3/24/2017	Unattached	SE		1089	12	m
21	Katz, Austin	100	147023039	100 BK SCY	20	44.93	44.93	2019 Summer Nationals (LCM)	Minnesota Invite 2019	12/6/2019	Unattached	ST		1088	12	m
22	Bohus, Richard	100	117086389	100 BK SCY	23	44.95r	44.95	2019 Summer Nationals (LCM)	2017 PAC 12 Champs men	3/3/2017	Unattached	AZ	Yes	1087	12	m
22	Jiang, Alvin	100	150191687	100 BK SCY	21	44.95	44.95	2019 Summer Nationals (LCM)	2020 Big 12 Champs	2/28/2020	Unattached	ST		1087	12	m
22	Tribuntsov, Ralf	100	95037034	100 BK SCY	20	44.95	44.95	2019 Summer Nationals (LCM)	2015 PAC 12 Champs men	3/6/2015	Unattached	CA	Yes	1087	12	m
25	Tarasevich, Grigory	100	117855999	100 BK SCY	21	44.97r	44.97	2019 Summer Nationals (LCM)	2017 NCAA DI - Men	3/23/2017	Unattached	KY	Yes	1086	12	m
26	Darmody, Kip	100	84978552	100 BK SCY	21	45.03	45.03	2017 US Open	2014 NCAA DI - Men	3/27/2014	Unattached	ST		1083	12	m
27	Harty, Ryan	100	140250320	100 BK SCY	22	45.05	45.05	2019 Summer Nationals (LCM)	2019 NCAA DI - Men	3/29/2019	Unattached	ST		1082	12	m
28	McHugh, Matt	100	105683302	100 BK SCY	20	45.07	45.07	2019 Summer Nationals (LCM)	2016 B1G 10 Champs Men	2/26/2016	Unattached	OH		1081	12	m
29	Oslin, Connor	100	95705332	100 BK SCY	20	45.08r	45.08	2019 Summer Nationals (LCM)	2015 NCAA DI - Men	3/26/2015	Unattached	SE		1080	12	m
30	Kusch, Marius	100	139861856	100 BK SCY	25	45.09	45.09	2019 Summer Nationals (LCM)	2019 NCAA DII	3/15/2019	Unattached	NC	Yes	1080	12	m
31	Ress, Eric	100	54203622	100 BK SCY	20	45.11	45.11	Summer Nationals (LCM)	2011 Big 10 Champs men 	2/23/2011	Unattached	IN	Yes	1079	12	m
32	Correia, Rodrigo	100	140244486	100 BK SCY	22	45.26r	45.26	2019 Summer Nationals (LCM)	2019 NCAA DI - Men	3/28/2019	Georgia Tech Swimming	GA	Yes	1071	12	m
32	Hein, Daniel	100	140244493	100 BK SCY	21	45.26r	45.26	2019 Summer Nationals (LCM)	2019 NCAA DI - Men	3/28/2019	U. of Missouri	MV		1071	12	m
34	Conger, Jack	100	70756519	100 BK SCY	18	45.32	45.32	2017 US Open	2012 PV Tom Dolan Invitational	12/6/2012	Rockville Montgomery Swim Club	PV		1068	12	m
34	Hurley, Bobby	100	73942550	100 BK SCY	24	45.32	45.32	2017 US Open	2013 AZ SR State SC	2/28/2013	Tucson Ford Dealers Aquatics	AZ	Yes	1068	12	m
36	Ress, Justin	100	140250393	100 BK SCY	21	45.33	45.33	2019 Summer Nationals (LCM)	2019 NCAA DI - Men	3/29/2019	Unattached	NC		1067	12	m
37	Lochte, Ryan	100	84744638	100 BK SCY	29	45.34	45.34	2017 US Open	2014 NC ESSZ SPEEDO Championsh	3/13/2014	SwimMAC Carolina	NC		1067	12	m
38	Reilman, Joey	100	138899658	100 BK SCY	21	45.35	45.35	2019 Summer Nationals (LCM)	2019 SEC Champs	2/22/2019	Unattached	SE		1066	12	m
38	Staka, Chris	100	147024299	100 BK SCY	21	45.35r	45.35	2019 Summer Nationals (LCM)	Minnesota Invite 2019	12/5/2019	Unattached	PC		1066	12	m
40	Mefford, Bryce	100	140244504	100 BK SCY	20	45.38r	45.38	2019 Summer Nationals (LCM)	2019 NCAA DI - Men	3/28/2019	University of California, Berkeley	PC		1065	12	m
41	Spinazzola, Luca	100	95037009	100 BK SCY	22	45.40	45.40	2019 Summer Nationals (LCM)	2015 PAC 12 Champs men	3/6/2015	Unattached	CA	Yes	1064	12	m
42	Blyzinskyj, Jack	100	105261206	100 BK SCY	20	45.41r	45.41	2019 Summer Nationals (LCM)	2016 SEC Champs	2/19/2016	Unattached	FL	Yes	1063	12	m
43	Cox, Tony	100	84974207	100 BK SCY	23	45.42	45.42	2017 US Open	2014 NCAA DI - Men	3/27/2014	Unattached	PC		1063	12	m
43	Dale, Taylor	100	102189049	100 BK SCY	20	45.42	45.42	2019 Summer Nationals (LCM)	UGA Fall Invitational 2015	12/5/2015	Unattached	GA		1063	12	m
45	Alaniz, Griffin	100	146167817	100 BK SCY	21	45.44	45.44	2019 Summer Nationals (LCM)	2019 Georgia Tech Fall Invitat	11/23/2019	Unattached	FL		1062	12	m
46	Patching, Joe	100	117855990	100 BK SCY	22	45.47r	45.47	2019 Summer Nationals (LCM)	2017 NCAA DI - Men	3/23/2017	Unattached	SE	Yes	1060	12	m
46	Taylor, Jake	100	106777577	100 BK SCY	24	45.47	45.47	2019 Summer Nationals (LCM)	2016 NCAA DI - Men	3/25/2016	Unattached	UT		1060	12	m
48	Hensley, Noah	100	140250324	100 BK SCY	22	45.48	45.48	2019 Summer Nationals (LCM)	2019 NCAA DI - Men	3/29/2019	Unattached	NC		1060	12	m
48	Ortiz, Miguel	100	74578314	100 BK SCY	22	45.48	45.48	2017 US Open	2013 NCAA DI - Men 	3/28/2013	Unattached	MI	Yes	1060	12	m
50	Nolan, David	100	55099556	100 BK SCY	18	45.49	45.49	Summer Nationals (LCM)	2011 MA OB PIAA AAA Boys HS States	3/16/2011	Unattached	MA		1059	12	m
51	Stuart, Hennessey	100	106767700	100 BK SCY	20	45.50r	45.50	2019 Summer Nationals (LCM)	2016 NCAA DI - Men	3/24/2016	Unattached	NC		1059	12	m
