result_rank	full_name	distance	time_id	event_desc	swimmer_age	swim_time_formatted	alt_adj_swim_time_formatted	standard_name	meet_name	swim_date	club_name	lsc_id	foreign_yesno	hytek_power_points	event_id	gender
1	Murphy, Ryan	50	132599465	50 BK LCM	23	24.24	24.24	Slower than B	2018 Summer Nationals	7/27/2018	California Aquatics	PC		1106	65	m
2	Koga, Junya	50	88770443	50 BK LCM	27	24.28	24.28	Slower than B	17th Asian Games Incheon 2014	9/22/2014	Unattached	MI	Yes	1102	65	m
3	Morozov, Vladimir	50	132983644	50 BK LCM	26	24.29	24.29	Slower than B	2018 European Champs 	8/3/2018	Unattached	CA	Yes	1101	65	m
4	Ress, Justin	50	132599760	50 BK LCM	20	24.31	24.31	Slower than B	2018 Summer Nationals	7/27/2018	NC State University	NC		1099	65	m
5	Ryan, Shane	50	132983681	50 BK LCM	24	24.32	24.32	Slower than B	2018 European Champs 	8/3/2018	Unattached	SE	Yes	1098	65	m
6	Andrew, Michael	50	142142087	50 BK LCM	20	24.39	24.39	Slower than B	2019 Sette Colli Trophy	6/21/2019	Race Pace Club	SI		1091	65	m
7	Waddell, Zane	50	149090596	50 BK LCM	21	24.43	24.43	Slower than B	2019 World Champs	7/28/2019	Unattached	SE	Yes	1087	65	m
8	Plummer, David	50	76544849	50 BK LCM	27	24.52	24.52	Slower than B	2013 Summer Nationals	6/25/2013	Minnetonka Swim Club	MN		1079	65	m
9	Grevers, Matt	50	132598688	50 BK LCM	33	24.53	24.53	Slower than B	2018 Summer Nationals	7/27/2018	Tucson Ford Dealers Aquatics	AZ		1078	65	m
10	Held, Ryan	50	132598813	50 BK LCM	23	24.59	24.59	Slower than B	2018 Summer Nationals	7/27/2018	NC State University	NC		1072	65	m
11	Tarasevich, Grigory	50	143504503	50 BK LCM	23	24.64	24.64	Slower than B	2019 WUGS	7/6/2019	Unattached	KY	Yes	1067	65	m
12	Sankovich, Pavel	50	149098236	50 BK LCM	27	24.74	24.74	Slower than B	2017 World Champs	7/29/2017	Unattached	FL	Yes	1058	65	m
