result_rank	full_name	distance	time_id	event_desc	swimmer_age	swim_time_formatted	alt_adj_swim_time_formatted	standard_name	meet_name	swim_date	club_name	lsc_id	foreign_yesno	hytek_power_points	event_id	gender
1	King, Lilly	200	128798075	200 BR SCY	21	2:02.60	2:02.60	2019 Summer Nationals (LCM)	2018 NCAA DI - Women	3/17/2018	Unattached	IN		1062	16	f
2	Galat, Bethany	200	128798055	200 BR SCY	22	2:03.26	2:03.26	2019 Summer Nationals (LCM)	2018 NCAA DI - Women	3/17/2018	Unattached	GU		1051	16	f
3	Pickrem, Sydney	200	140053811	200 BR SCY	21	2:03.65	2:03.65	2019 Summer Nationals (LCM)	2019 NCAA DI - Women	3/23/2019	Unattached	GU	Yes	1045	16	f
4	Larson, Breeja	200	69573689	200 BR SCY	20	2:04.48	2:04.48	2017 US Open	2012 UH Phill Hansel Inv	11/15/2012	Unattached	GU		1031	16	f
5	Smith, Kierra	200	95549419	200 BR SCY	21	2:04.56	2:04.56	2019 Summer Nationals (LCM)	2015 NCAA DI - Women	3/21/2015	Unattached	MN	Yes	1030	16	f
6	Leverenz, Caitlin	200	64238902	200 BR SCY	21	2:04.76	2:04.76	2019 Winter US Open (LCM)	2012 NCAA DI - Women	3/15/2012	Unattached	PC		1026	16	f
7	Belousova, Anna	200	138931752	200 BR SCY	22	2:04.80	2:04.80	2019 Summer Nationals (LCM)	2019 SEC Champs	2/23/2019	Unattached	GU	Yes	1026	16	f
8	Sogar, Laura	200	70116208	200 BR SCY	21	2:05.04	2:05.04	2017 US Open	2012 Winter Nationals	11/29/2012	University of Texas	ST		1022	16	f
9	Escobedo, Emily	200	149804651	200 BR SCY	24	2:05.51	2:05.51	2019 Summer Nationals (LCM)	2020 MR TYR Senior Mets Winter Championships	2/16/2020	Condors Swim Club of Clarkstown,Inc.	MR		1014	16	f
10	Brumbaum, Kayla	200	117674006	200 BR SCY	22	2:05.55	2:05.55	2019 Summer Nationals (LCM)	2017 NCAA DI - Women	3/18/2017	Unattached	NC		1014	16	f
11	Hansson, Sophie	200	149863875	200 BR SCY	21	2:05.59	2:05.59	2019 Summer Nationals (LCM)	2020 ACC Champs women	2/22/2020	Unattached	NC	Yes	1013	16	f
12	Atkinson, Alia	200	80535150	200 BR SCY	24	2:05.63	2:05.63	2017 US Open	2013 Winter Nationals	12/5/2013	South Florida Aquatic Club	FG	Yes	1012	16	f
13	Nelson, Ella	200	149896446	200 BR SCY	18	2:05.68	2:05.68	2019 Summer Nationals (LCM)	2020 ACC Champs women	2/22/2020	Unattached	SE		1011	16	f
