result_rank	full_name	distance	time_id	event_desc	swimmer_age	swim_time_formatted	alt_adj_swim_time_formatted	standard_name	meet_name	swim_date	club_name	lsc_id	foreign_yesno	hytek_power_points	event_id	gender
1	Ledecky, Katie	1650	123827818	1650 FR SCY	20	15:03.31	15:03.31	2019 Summer Nationals (LCM)	Art Adamson Invitational Worki	11/18/2017	Unattached	PV		1146	6	f
2	Sullivan, Erica	1650	148066505	1650 FR SCY	19	15:23.81	15:23.81	2019 Summer Nationals (LCM)	2019  King Marlin Pro-Am Class	12/22/2019	Sandpipers Of Nevada	CA		1084	6	f
3	Smith, Leah	1650	105272621	1650 FR SCY	20	15:25.30	15:25.30	2019 Summer Nationals (LCM)	2016 ACC Champs women	2/20/2016	Unattached	VA		1079	6	f
4	Friis, Lotte	1650	95042164	1650 FR SCY	27	15:30.84	15:30.84	2019 Summer Nationals (LCM)	2015 ST American Short Course Cha	3/7/2015	North Baltimore Aquatic Club	MD	Yes	1063	6	f
5	Twichell, Ashley	1650	139658092	1650 FR SCY	29	15:30.95	15:30.95	2019 Summer Nationals (LCM)	2019 Sectionals - Raleigh 	3/10/2019	TAC Titans	NC		1063	6	f
6	McHugh, Ally	1650	128798085	1650 FR SCY	20	15:36.27	15:36.27	2019 Summer Nationals (LCM)	2018 NCAA DI - Women	3/17/2018	Unattached	MA		1047	6	f
7	Peacock, Stephanie	1650	70150523	1650 FR SCY	20	15:37.06	15:37.06	2017 US Open	Ohio State Invitational	11/30/2012	Unattached	FL		1044	6	f
8	Neidigh, Ashley	1650	124394261	1650 FR SCY	22	15:38.35	15:38.35	2019 Summer Nationals (LCM)	2017 Winter Nationals	12/2/2017	Unattached	IN		1041	6	f
9	Trott, Wendy	1650	64239258	1650 FR SCY	22	15:38.94	15:38.94	2019 Winter US Open (LCM)	2012 NCAA DI - Women	3/15/2012	Unattached	GA	Yes	1039	6	f
10	Runge, Cierra	1650	94712820	1650 FR SCY	18	15:40.17	15:40.17	2019 Summer Nationals (LCM)	2015 PAC-12 Champs women	2/28/2015	Unattached	PC		1035	6	f
11	McDermott, Amber	1650	84810190	1650 FR SCY	21	15:40.27	15:40.27	2017 US Open	2014 NCAA DI - Women	3/20/2014	Unattached	GA		1035	6	f
12	Moore, Hannah	1650	128798089	1650 FR SCY	21	15:40.68	15:40.68	2019 Summer Nationals (LCM)	2018 NCAA DI - Women	3/17/2018	Unattached	NC		1034	6	f
13	Hines, Phoebe	1650	134996942	1650 FR SCY	20	15:41.35	15:41.35	2019 Summer Nationals (LCM)	Art Adamson Invitational	11/16/2018	Unattached	HI	Yes	1032	6	f
14	Anderson, Haley	1650	63506318	1650 FR SCY	20	15:41.52	15:41.52	2019 Winter US Open (LCM)	2012 PAC-12 Champs women	2/22/2012	Unattached	CA		1031	6	f
15	Henry, Sarah	1650	84810172	1650 FR SCY	22	15:42.44	15:42.44	2017 US Open	2014 NCAA DI - Women	3/20/2014	Unattached	GU		1028	6	f
